city,province,latitude,longitude,population,id
Saint-Mathieu-de-Beloeil,Quebec,45.5667,-73.2000,2952,1124000340
Sainte-Marie-Madeleine,Quebec,45.6000,-73.1000,2935,1124000666
Admaston/Bromley,Ontario,45.5292,-76.8969,2935,1124001494
North Algona Wilberforce,Ontario,45.6167,-77.2000,2915,1124001620
Errington,British Columbia,49.2874,-124.3433,2907,1124001138
Wawa,Ontario,47.9931,-84.7736,2905,1124381797
Sainte-Mélanie,Quebec,46.1333,-73.5167,2892,1124173990
Horton,Ontario,45.5000,-76.6667,2887,1124001850
Saint-Paul-d'Abbotsford,Quebec,45.4333,-72.8833,2886,1124492372
Saint-Michel,Quebec,45.2333,-73.5667,2884,1124926265
Botwood,Newfoundland and Labrador,49.1500,-55.3667,2875,1124634384
Coalhurst,Alberta,49.7457,-112.9319,2869,1124001548
Saint-Marc-des-Carrières,Quebec,46.6833,-72.0500,2862,1124924445
Stanstead,Quebec,45.0167,-72.1000,2857,1124000851
Sainte-Anne-de-Beaupré,Quebec,47.0167,-70.9333,2854,1124323389
Sainte-Luce,Quebec,48.5500,-68.3800,2851,1124000034
Saint-Joseph-de-Sorel,Quebec,46.0446,-73.1308,2850,1124557970
Rankin Inlet,Nunavut,62.8300,-92.1321,2842,1124057160
Kingsclear,New Brunswick,45.8796,-66.8695,2839,1124744497
Princeton,British Columbia,49.4589,-120.5060,2828,1124790102
La Loche,Saskatchewan,56.4833,-109.4333,2827,1124048077
Ferme-Neuve,Quebec,46.7000,-75.4500,2822,1124159065
Yamachiche,Quebec,46.2667,-72.8333,2813,1124138672
Adstock,Quebec,46.0500,-71.0800,2806,1124001673
Cowichan Bay,British Columbia,48.7666,-123.6743,2799,1124254242
Vanscoy No. 345,Saskatchewan,52.0073,-107.0552,2799,1124001166
Enniskillen,Ontario,42.8167,-82.1250,2796,1124001379
Royston,British Columbia,49.6405,-124.9406,2791,1124000692
Bonaventure,Quebec,48.0500,-65.4833,2775,1124014798
Pohénégamook,Quebec,47.4667,-69.2167,2770,1124000688
Saint-Isidore,Quebec,45.3000,-73.6800,2769,1124775572
Wakefield,New Brunswick,46.2406,-67.6248,2767,1124000329
Arviat,Nunavut,61.0996,-94.1688,2766,1124309634
Sainte-Marguerite-du-Lac-Masson,Quebec,46.0560,-74.0723,2763,1124208615
Saint-Prime,Quebec,48.5800,-72.3300,2758,1124389119
Kuujjuaq,Quebec,58.1429,-68.3742,2754,1124705411
Atikokan,Ontario,48.7500,-91.6167,2753,1124868159
Grenville-sur-la-Rouge,Quebec,45.6500,-74.6333,2746,1124001524
North Cypress-Langford,Manitoba,49.9969,-99.3982,2745,1124001785
Saint-Dominique,Quebec,45.5667,-72.8500,2741,1124847475
Macamic,Quebec,48.7500,-79.0000,2734,1124965674
Sainte-Anne-de-Sorel,Quebec,46.0500,-73.0667,2731,1124001977
Sundre,Alberta,51.7972,-114.6406,2729,1124001279
Rougemont,Quebec,45.4333,-73.0500,2723,1124876872
Piedmont,Quebec,45.9000,-74.1300,2721,1124001265
Grimshaw,Alberta,56.1908,-117.6117,2718,1124339886
Lac-des-Écorces,Quebec,46.5500,-75.3500,2713,1124808962
Markstay,Ontario,46.4912,-80.4717,2708,1124061532
Northeastern Manitoulin and the Islands,Ontario,45.9667,-81.9333,2706,1124001541
Pelican Narrows,Saskatchewan,55.1883,-102.9342,2703,1124970223
McDougall,Ontario,45.4500,-80.0167,2702,1124000643
Black Diamond,Alberta,50.6881,-114.2333,2700,1124170822
Saint-Pamphile,Quebec,46.9667,-69.7833,2685,1124993070
Bedford,Quebec,45.1167,-72.9833,2684,1124195813
Weedon-Centre,Quebec,45.7000,-71.4667,2683,1124651516
Lacolle,Quebec,45.0833,-73.3667,2680,1124270266
Saint-Gabriel-de-Brandon,Quebec,46.2667,-73.3833,2679,1124001827
Huntingdon,Quebec,45.0800,-74.1700,2673,1124322836
French River / Rivière des Français,Ontario,46.1667,-80.5000,2662,1124000556
Spaniards Bay,Newfoundland and Labrador,47.6181,-53.3369,2653,1124334544
Cocagne,New Brunswick,46.3406,-64.6200,2649,1124000195
Pilot Butte,Saskatchewan,50.4667,-104.4167,2638,1124343267
Saint-Bruno,Quebec,48.4667,-71.6500,2636,1124000655
Laurier-Station,Quebec,46.5333,-71.6333,2634,1124029105
Saint-Anicet,Quebec,45.1200,-74.3500,2626,1124287636
Cap-Chat,Quebec,49.1000,-66.6833,2623,1124662875
Sexsmith,Alberta,55.3508,-118.7825,2620,1124024490
Notre-Dame-de-Lourdes,Quebec,46.1000,-73.4333,2595,1124935751
Ville-Marie,Quebec,47.3333,-79.4333,2595,1124001938
Wickham,Quebec,45.7500,-72.5000,2587,1124353605
Shippegan,New Brunswick,47.7439,-64.7178,2580,1124198415
East Garafraxa,Ontario,43.8500,-80.2500,2579,1124000753
Unity,Saskatchewan,52.4333,-109.1667,2573,1124230227
Rimbey,Alberta,52.6333,-114.2167,2567,1124861733
High Prairie,Alberta,55.4325,-116.4861,2564,1124163323
Turner Valley,Alberta,50.6739,-114.2786,2559,1124557397
Hanna,Alberta,51.6383,-111.9419,2559,1124751402
Neuville,Quebec,46.7000,-71.5833,2543,1124862301
Fort Smith,Northwest Territories,60.0260,-112.0821,2542,1124491408
Maria,Quebec,48.1667,-65.9833,2536,1124002967
Saint-Chrysostome,Quebec,45.1000,-73.7667,2522,1124333805
Greater Madawaska,Ontario,45.2722,-76.8589,2518,1124001487
Berwick,Nova Scotia,45.0475,-64.7360,2509,1124831957
Saint-Damase,Quebec,45.5333,-73.0000,2506,1124245814
Disraeli,Quebec,45.9000,-71.3500,2502,1124115327
Meadow Lake No. 588,Saskatchewan,54.1213,-108.2837,2501,1124001846
Elkford,British Columbia,50.0214,-114.9158,2499,1124000218
Georgian Bay,Ontario,44.9833,-79.8167,2499,1124001020
Saint-Alexandre,Quebec,45.2333,-73.1167,2495,1124016760
Hérbertville,Quebec,48.3473,-71.6784,2491,1124806332
Moosomin,Saskatchewan,50.1420,-101.6700,2485,1124103159
Highlands,British Columbia,48.5200,-123.5000,2482,1124001752
North Kawartha,Ontario,44.7500,-78.1000,2479,1124001184
Sainte-Thècle,Quebec,46.8167,-72.5000,2478,1124387301
Fermont,Quebec,52.7833,-67.0833,2474,1124001089
Esterhazy,Saskatchewan,50.6500,-102.0667,2472,1124095034
Holyrood,Newfoundland and Labrador,47.3833,-53.1333,2471,1124289617
La Présentation,Quebec,45.6667,-73.0500,2466,1124865042
Beaverlodge,Alberta,55.2094,-119.4292,2465,1124894073
Sainte-Catherine-de-Hatley,Quebec,45.2500,-72.0500,2464,1124000135
Saint-Basile,Quebec,46.7500,-71.8167,2463,1124369196
Saint-Raphaël,Quebec,46.8000,-70.7500,2463,1124630982
Saint-Martin,Quebec,45.9667,-70.6500,2462,1124001971
Causapscal,Quebec,48.3667,-67.2333,2458,1124289460
Brigham,Quebec,45.2500,-72.8500,2457,1124336821
Sainte-Victoire-de-Sorel,Quebec,45.9500,-73.0833,2457,1124001523
Perry,Ontario,45.5000,-79.2833,2454,1124001994
Port-Daniel--Gascons,Quebec,48.1833,-64.9667,2453,1124001024
Rosetown,Saskatchewan,51.5500,-107.9833,2451,1124742251
Minnedosa,Manitoba,50.2453,-99.8428,2449,1124860237
Labelle,Quebec,46.2833,-74.7333,2445,1124748931
Lincoln,New Brunswick,45.8716,-66.5437,2441,1124001266
Black River-Matheson,Ontario,48.5333,-80.4667,2438,1124000106
Saint-Michel-des-Saints,Quebec,46.6833,-73.9167,2436,1124969050
Dufferin,Manitoba,49.5319,-98.0700,2435,1124001018
Saint-Victor,Quebec,46.1500,-70.9000,2430,1124899336
Sicamous,British Columbia,50.8378,-118.9703,2429,1124519194
Cap Pele,New Brunswick,46.2172,-64.2822,2425,1124541608
Kelsey,Manitoba,53.7356,-101.3950,2424,1124001840
"Killaloe, Hagarty and Richards",Ontario,45.6000,-77.5000,2420,1124001779
Alvinston,Ontario,42.8489,-81.9049,2411,1124753895
Trenton,Nova Scotia,45.6193,-62.6332,2407,1124776153
Lunenburg,Nova Scotia,44.3833,-64.3167,2405,1124214420
Saint-Éphrem-de-Beauce,Quebec,46.0516,-70.9374,2400,1124956973
Chase,British Columbia,50.8189,-119.6844,2399,1124452830
Léry,Quebec,45.3500,-73.8000,2390,1124481204
Assiniboia,Saskatchewan,49.6167,-105.9833,2389,1124513932
Tumbler Ridge,British Columbia,55.1333,-121.0000,2389,1124001642
Salisbury,New Brunswick,46.0377884219739,-65.0479059884912,2387,1124001982
Témiscaming,Quebec,46.7167,-79.1000,2385,1124002169
Magrath,Alberta,49.4239,-112.8683,2374,1124735480
Sainte-Geneviève-de-Berthier,Quebec,46.0833,-73.2167,2365,1124001090
Logy Bay-Middle Cove-Outer Cove,Newfoundland and Labrador,47.6300,-52.6800,2364,1124001213
Buctouche,New Brunswick,46.4719,-64.7249,2361,1124405790
Grand Manan,New Brunswick,44.6900,-66.8200,2360,1124000229
Sainte-Madeleine,Quebec,45.6000,-73.1000,2356,1124000679
Anmore,British Columbia,49.3144,-122.8564,2356,1124001000
Sainte-Croix,Quebec,46.6200,-71.7300,2352,1124208011
Algonquin Highlands,Ontario,45.4000,-78.7500,2351,1124001381
Valcourt,Quebec,45.5000,-72.3167,2349,1124334549
Gimli,Manitoba,50.6330912150395,-96.9923294282923,2345,1124472413
Saint George,New Brunswick,45.2916,-66.8501,2341,1124000156
Saint-Mathieu,Quebec,45.3167,-73.5164,2339,1124978563
Paquetville,New Brunswick,47.6334,-65.1803,2329,1124000770
Clearwater,British Columbia,51.6500,-120.0333,2324,1124911350
Addington Highlands,Ontario,45.0000,-77.2500,2323,1124001921
Lillooet,British Columbia,50.6864,-121.9364,2321,1124632130
Burin,Newfoundland and Labrador,47.0500,-55.1800,2315,1124434509
Grand Bank,Newfoundland and Labrador,47.1000,-55.7833,2310,1124257527
Waterville,Quebec,45.2667,-71.9000,2307,1124639721
Minto,New Brunswick,46.1497,-66.1067,2305,1124754728
Rosthern No. 403,Saskatchewan,52.6206,-106.3967,2300,1124001178
Mansfield-et-Pontefract,Quebec,45.8611,-76.7392,2285,1124000865
Saint-Denis,Quebec,45.7833,-73.1500,2285,1124298615
Gore,Quebec,45.7700,-74.2500,2283,1124000246
Outlook,Saskatchewan,51.5000,-107.0500,2279,1124721522
Saint-Gédéon-de-Beauce,Quebec,45.8500,-70.6333,2277,1124765625
Saint-Léonard-d'Aston,Quebec,46.1000,-72.3667,2271,1124836222
Fort-Coulonge,Quebec,45.8500,-76.7333,2263,1124453309
Albanel,Quebec,48.8833,-72.4500,2262,1124386968
St. Anthony,Newfoundland and Labrador,51.3725,-55.5947,2258,1124808047
Pessamit,Quebec,49.0485,-68.6814,2256,1124000551
Logan Lake,British Columbia,50.4911,-120.8153,2255,1124000306
Maskinongé,Quebec,46.2333,-73.0167,2253,1124944084
Saint-Charles-de-Bellechasse,Quebec,46.7667,-70.9500,2246,1124845287
Fogo Island,Newfoundland and Labrador,49.6667,-54.1833,2244,1124001746
Neebing,Ontario,48.1833,-89.4667,2241,1124000953
Port McNeill,British Columbia,50.5903,-127.0847,2234,1124339378
Hatley,Quebec,45.2700,-71.9500,2230,1124001440
East Broughton,Quebec,46.2167,-71.0667,2229,1124076092
Saint-Polycarpe,Quebec,45.3000,-74.3000,2224,1124227112
Deschambault,Quebec,46.6436,-72.0236,2220,1124057933
Canora,Saskatchewan,51.6339,-102.4369,2219,1124454845
Upper Miramichi,New Brunswick,46.5254,-66.2085,2218,1124001963
Tofino,British Columbia,49.1275,-125.8852,2217,1124140302
Hardwicke,New Brunswick,47.0208,-65.0302,2201,1124081011
Wendake,Quebec,46.8693,-71.3628,2200,1124000757
Saint-Côme,Quebec,46.2700,-73.7800,2198,1124183187
Waskaganish,Quebec,51.3674,-78.7069,2196,1124626196
Twillingate,Newfoundland and Labrador,49.6444,-54.7436,2196,1124836835
Saint-Quentin,New Brunswick,47.5135,-67.3921,2194,1124243371
Lebel-sur-Quévillon,Quebec,49.0500,-76.9833,2187,1124000875
Calmar,Alberta,53.2500,-113.7833,2183,1124941943
Nanton,Alberta,50.3494,-113.7717,2181,1124418201
Pierreville,Quebec,46.0667,-72.8167,2176,1124888889
New-Wes-Valley,Newfoundland and Labrador,49.1500,-53.5833,2172,1124000397
Pennfield Ridge,New Brunswick,45.1924,-66.6858,2170,1124474914
Northesk,New Brunswick,47.2569,-66.2613,2169,1124000917
West Interlake,Manitoba,50.9837,-98.3572,2162,1124001724
Biggar,Saskatchewan,52.0590,-107.9790,2161,1124897904
Kent,New Brunswick,46.6221,-67.2953,2153,1124001214
Maple Creek,Saskatchewan,49.9167,-109.4667,2151,1124706244
Wabana,Newfoundland and Labrador,47.6500,-52.9333,2146,1124180362
Bonfield,Ontario,46.2167,-79.1333,2146,1124001075
Saint-Gilles,Quebec,46.5167,-71.3667,2138,1124239919
Saint-Bernard,Quebec,46.5000,-71.1333,2131,1124594239
Sainte-Cécile-de-Milton,Quebec,45.4833,-72.7500,2128,1124000630
Saint-Roch-de-Richelieu,Quebec,45.8833,-73.1667,2122,1124796601
Burns Lake,British Columbia,54.2292,-125.7625,2117,1124512812
Redwater,Alberta,53.9489,-113.1067,2115,1124001733
Saint-Nazaire,Quebec,48.5833,-71.5333,2114,1124583281
Westfield Beach,New Brunswick,45.3432,-66.2868,2114,1124204415
Saltair,British Columbia,48.9504,-123.7637,2114,1124001512
Saint-Elzéar,Quebec,46.4000,-71.0667,2107,1124069879
Hinchinbrooke,Quebec,45.0500,-74.1000,2103,1124000812
Dundurn No. 314,Saskatchewan,51.8261,-106.5416,2101,1124000094
Saint-François-Xavier-de-Brompton,Quebec,45.5333,-72.0500,2101,1124331796
Papineauville,Quebec,45.6167,-75.0167,2101,1124866604
Prairie View,Manitoba,50.3304,-100.9803,2088,1124001412
Saint-Ignace-de-Loyola,Quebec,46.0667,-73.1333,2086,1124837640
Central Manitoulin,Ontario,45.7167,-82.2000,2084,1124001582
Glovertown,Newfoundland and Labrador,48.6667,-54.0500,2083,1124282877
Tofield,Alberta,53.3703,-112.6667,2081,1124392098
Madoc,Ontario,44.5833,-77.5167,2078,1124600331
Sainte-Anne-de-Sabrevois,Quebec,45.2000,-73.2167,2074,1124001436
Sainte-Anne-de-la-Pérade,Quebec,46.5833,-72.2000,2072,1124630006
Saint-Damien-de-Buckland,Quebec,46.6333,-70.6667,2071,1124710733
Baker Lake,Nunavut,64.3287,-96.0308,2069,1124826935
Saint-Ferdinand,Quebec,46.1000,-71.5667,2067,1124190438
Pouch Cove,Newfoundland and Labrador,47.7670,-52.7670,2063,1124198879
Britannia No. 502,Saskatchewan,53.4236,-109.7772,2061,1124000458
Saint-Fulgence,Quebec,48.4500,-70.9000,2061,1124969917
Digby,Nova Scotia,44.6222,-65.7606,2060,1124797865
Manouane,Quebec,47.2091,-74.3833,2060,1124764304
Saint-Gervais,Quebec,46.7167,-70.8833,2058,1124488792
Saint-Alexandre-de-Kamouraska,Quebec,47.6817,-69.6250,2050,1124090811
Saint-Marc-sur-Richelieu,Quebec,45.6833,-73.2000,2050,1124009496
Mandeville,Quebec,46.3667,-73.3500,2043,1124912146
Caplan,Quebec,48.1000,-65.6833,2039,1124049436
Allardville,New Brunswick,47.4321,-65.4383,2032,1124442131
Saint-Damien,Quebec,46.3300,-73.4800,2020,1124745807
Lac-Nominingue,Quebec,46.4000,-75.0333,2019,1124245371
Obedjiwan,Quebec,48.6686,-74.9289,2019,1124832696
Rama,Saskatchewan,51.7578,-103.0008,2016,1124000936
Deloraine-Winchester,Manitoba,49.1775,-100.4322,2011,1124000085
Oakland-Wawanesa,Manitoba,49.6208,-99.8481,2011,1124000206
Brenda-Waskada,Manitoba,49.1775,-100.7019,2011,1124000292
Russell-Binscarth,Manitoba,50.7272,-101.3689,2011,1124000326
Ellice-Archie,Manitoba,50.3239,-101.2729,2011,1124000366
Souris-Glenwood,Manitoba,49.6208,-100.2581,2011,1124000381
Riverdale,Manitoba,49.9750,-100.2789,2011,1124000402
Pembina,Manitoba,49.1775,-98.5408,2011,1124000460
Wallace-Woodworth,Manitoba,49.9156,-100.9389,2011,1124000533
Lorne,Manitoba,49.4436,-98.7494,2011,1124000596
Yellowhead,Manitoba,50.4847,-100.4828,2011,1124000631
Swan Valley West,Manitoba,51.9978,-101.3944,2011,1124000683
Grey,Manitoba,49.7094,-98.0736,2011,1124000699
Gilbert Plains,Manitoba,51.1547,-100.4381,2011,1124524030
Norfolk-Treherne,Manitoba,49.6653,-98.5967,2011,1124000889
Emerson-Franklin,Manitoba,49.1333,-97.0331,2011,1124000940
Sifton,Manitoba,49.6653,-100.6678,2011,1124001004
Grassland,Manitoba,49.4306,-100.3103,2011,1124001149
Louise,Manitoba,49.1772,-98.8794,2011,1124001192
Ste. Rose,Manitoba,51.0222,-99.4306,2011,1124001220
Cartwright-Roblin,Manitoba,49.1331,-99.2797,2011,1124001248
Mossey River,Manitoba,51.7550,-99.9664,2011,1124001378
Lakeshore,Manitoba,51.2440,-99.6562,2011,1124001415
Riding Mountain West,Manitoba,50.8347,-101.0961,2011,1124001496
Clanwilliam-Erickson,Manitoba,50.5061,-99.8156,2011,1124001796
Glenboro-South Cypress,Manitoba,49.6650,-99.3708,2011,1124001832
North Norfolk,Manitoba,49.9308,-98.8356,2011,1124001856
Reinland,Manitoba,49.1331,-97.5942,2011,1124389945
Minitonas-Bowsman,Manitoba,52.1433,-100.9772,2011,1124001902
Kippens,Newfoundland and Labrador,48.5492,-58.6236,2008,1124001147
Saint-Gédéon,Quebec,48.5000,-71.7667,2001,1124458135
Lumby,British Columbia,50.2494,-118.9656,2000,1124173367
Kingsey Falls,Quebec,45.8500,-72.0667,2000,1124274388
Provost,Alberta,52.3539,-110.2686,1998,1124659213
Saint-Charles,New Brunswick,46.6692,-65.0184,1997,1124000730
Swift Current No. 137,Saskatchewan,50.2211,-107.8559,1995,1124000742
Mattawa,Ontario,46.3167,-78.7000,1993,1124041230
Blucher,Saskatchewan,52.0134,-106.2176,1984,1124237296
L'Ascension-de-Notre-Seigneur,Quebec,48.7000,-71.6833,1983,1124000873
Bow Island,Alberta,49.8667,-111.3667,1983,1124002843
Barraute,Quebec,48.4333,-77.6333,1980,1124495319
One Hundred Mile House,British Columbia,51.6413,-121.3127,1980,1124920746
Saint-Liguori,Quebec,46.0167,-73.5667,1976,1124672824
Saint Mary,New Brunswick,46.3987,-64.8681,1972,1124001508
Saint-Patrice-de-Sherrington,Quebec,45.1667,-73.5167,1971,1124878423
Fox Creek,Alberta,54.3950,-116.8092,1971,1124001709
Lumsden No. 189,Saskatchewan,50.6734,-104.7686,1968,1124001061
Dawn-Euphemia,Ontario,42.7000,-82.0167,1967,1124000898
Chapleau,Ontario,47.8333,-83.4000,1964,1124518288
Saint-Esprit,Quebec,45.9000,-73.6667,1963,1124001003
Montague,Prince Edward Island,46.1652,-62.6500,1961,1124079838
Mashteuiatsh,Quebec,48.5690,-72.2495,1957,1124000997
Saint-François-du-Lac,Quebec,46.0667,-72.8333,1957,1124010410
Petit Rocher,New Brunswick,47.7839,-65.7159,1954,1124808094
Eel River Crossing,New Brunswick,48.0125,-66.4208,1953,1124000490
Millet,Alberta,53.0978,-113.4728,1945,1124327149
Ucluelet,British Columbia,48.9358,-125.5433,1940,1124290800
Vallée-Jonction,Quebec,46.3667,-70.9167,1940,1124672986
Manitouwadge,Ontario,49.1333,-85.8333,1937,1124548320
Wellington,Ontario,43.9579,-77.3534,1932,1124209670
Frontenac Islands,Ontario,44.2000,-76.3833,1930,1124000098
Point Edward,Ontario,42.9931,-82.4083,1930,1124647566
Picture Butte,Alberta,49.8731,-112.7800,1930,1124001015
Manners Sutton,New Brunswick,45.6417,-67.0609,1920,1124811576
Fort Qu’Appelle,Saskatchewan,50.7667,-103.7833,1919,1124904751
Vulcan,Alberta,50.4000,-113.2500,1917,1124607765
Chetwynd,British Columbia,55.6972,-121.6333,1917,1124001005
Indian Head,Saskatchewan,50.5333,-103.6667,1910,1124084038
Wabush,Newfoundland and Labrador,52.9081,-66.8690,1906,1124012604
Saint-Fabien,Quebec,48.3000,-68.8700,1906,1124462554
Harrison Hot Springs,British Columbia,49.3000,-121.7819,1905,1124001888
Watrous,Saskatchewan,51.6841,-105.4661,1900,1124468381
North Frontenac,Ontario,44.9500,-76.9000,1898,1124000803
Lac-Supérieur,Quebec,46.2000,-74.4667,1892,1124000862
Les Escoumins,Quebec,48.3500,-69.4000,1891,1124123618
Richibucto,New Brunswick,46.6189,-64.8385,1887,1124000569
Terrasse-Vaudreuil,Quebec,45.4000,-73.9833,1887,1124001658
Rivière-Beaudette,Quebec,45.2333,-74.3333,1885,1124687157
Orkney No. 244,Saskatchewan,51.2557,-102.6469,1883,1124000139
Saint-Barthélemy,Quebec,46.1833,-73.1333,1883,1124598418
Komoka,Ontario,42.9580,-81.4001,1882,1124109518
Nisga'a,British Columbia,55.1078,-129.4293,1880,1124000744
Austin,Quebec,45.1833,-72.2833,1880,1124000885
Saint-Paul-de-l'Île-aux-Noix,Quebec,45.1333,-73.2833,1877,1124000680
Behchokò,Northwest Territories,62.8184,-115.9933,1874,1124001992
Saint-Cyprien-de-Napierville,Quebec,45.1833,-73.4167,1869,1124000843
Valleyview,Alberta,55.0686,-117.2683,1863,1124211786
Déléage,Quebec,46.3833,-75.9167,1856,1124001615
Potton,Quebec,45.0833,-72.3667,1849,1124000571
Sainte-Béatrix,Quebec,46.2000,-73.6167,1849,1124233714
Saint-Georges-de-Cacouna,Quebec,47.9167,-69.5000,1848,1124882699
Lakeview,British Columbia,49.9026,-119.5699,1847,1124001451
Sainte-Justine,Quebec,46.4000,-70.3500,1845,1124340970
Saint-Valérien-de-Milton,Quebec,45.5667,-72.7167,1840,1124253518
Saint-Cuthbert,Quebec,46.1500,-73.2333,1839,1124546028
Saint-Blaise-sur-Richelieu,Quebec,45.2167,-73.2833,1837,1124693015
Middleton,Nova Scotia,44.9418,-65.0686,1832,1124792393
Kamsack,Saskatchewan,51.5650,-101.8947,1825,1124566093
Carberry,Manitoba,49.8689,-99.3594,1823,1124314305
Saint-Joseph-de-Coleraine,Quebec,45.9700,-71.3700,1820,1124000088
Trinity Bay North,Newfoundland and Labrador,48.4978,-53.0860,1819,1124001498
Pointe-Lebel,Quebec,49.1667,-68.2000,1817,1124216164
Grenville,Quebec,45.6333,-74.6000,1816,1124831011
Saint-Michel-de-Bellechasse,Quebec,46.8667,-70.9167,1816,1124972269
Sainte-Angèle-de-Monnoir,Quebec,45.3833,-73.1000,1812,1124001386
Champlain,Quebec,46.4500,-72.3500,1807,1124942363
Sacré-Coeur-Saguenay,Quebec,48.2479,-69.8540,1803,1124365978
Saint-Louis,New Brunswick,46.7048,-65.1046,1802,1124001801
Saint-Lucien,Quebec,45.8667,-72.2667,1801,1124000172
Victoria,Newfoundland and Labrador,47.7675,-53.2411,1800,1124985055
Lumsden,Saskatchewan,50.6463,-104.8676,1800,1124301488
Saint-Robert,Quebec,45.9667,-73.0000,1794,1124000874
Armstrong,Manitoba,50.6400,-97.4950,1792,1124000801
Keremeos,British Columbia,49.2025,-119.8294,1791,1124920590
Regina Beach,Saskatchewan,50.7900,-104.9900,1790,1124000991
La Guadeloupe,Quebec,45.9500,-70.9300,1787,1124124557
Sutton,Quebec,45.1037248954726,-72.6180936643302,1787,1124001526
Saint Andrews,New Brunswick,45.0740,-67.0521,1786,1124559218
Saint-Placide,Quebec,45.5333,-74.2000,1784,1124722091
Grunthal,Manitoba,49.4065,-96.8603,1782,1124001008
Povungnituk,Quebec,60.0477,-77.2751,1779,1124176799
Pointe-des-Cascades,Quebec,45.3333,-73.9667,1775,1124001740
Deseronto,Ontario,44.2000,-77.0500,1774,1124824752
Lamont,Alberta,53.7603,-112.7778,1774,1124567192
Chambord,Quebec,48.4333,-72.0667,1773,1124404193
Maugerville,New Brunswick,46.1301,-66.2859,1772,1124001594
Dudswell,Quebec,45.5833,-71.5833,1771,1124209090
Nipissing,Ontario,46.0500,-79.5500,1769,1124001066
Shaunavon,Saskatchewan,49.6510,-108.4120,1769,1124484836
Wynyard,Saskatchewan,51.7667,-104.1833,1767,1124699826
Cambridge Bay,Nunavut,69.1528,-105.1707,1766,1124596377
Dalmeny,Saskatchewan,52.3411,-106.7733,1766,1124962648
Saint-Narcisse,Quebec,46.5667,-72.4667,1762,1124808791
Waswanipi,Quebec,49.7883,-75.9544,1759,1124000056
Inukjuak,Quebec,58.4824,-78.1309,1757,1124369757
Balgonie,Saskatchewan,50.4880,-104.2690,1756,1124001148
Piney,Manitoba,49.2069,-95.8333,1755,1124958787
Warfield,British Columbia,49.0953,-117.7344,1753,1124000473
Saint-Zacharie,Quebec,46.1333,-70.3667,1751,1124927704
Hemmingford,Quebec,45.0833,-73.5833,1747,1124000648
Saint-Pierre-de-l'Île-d'Orléans,Quebec,46.8833,-71.0667,1743,1124000266
Kensington,Prince Edward Island,46.4333,-63.6500,1743,1124918690
Shelburne,Nova Scotia,43.7633,-65.3236,1743,1124659892
Saint-Clet,Quebec,45.3500,-74.2200,1738,1124001293
Blumenort,Manitoba,49.6033,-96.7006,1738,1124001566
Brighton,New Brunswick,46.3316,-67.3585,1735,1124001133
Saint-Antoine,New Brunswick,46.3629,-64.7530,1733,1124873921
Northampton,New Brunswick,46.1313,-67.4713,1724,1124001603
Flat Rock,Newfoundland and Labrador,47.7086,-52.7144,1722,1124195076
Saint-Ours,Quebec,45.8833,-73.1500,1721,1124177651
Stephenville Crossing,Newfoundland and Labrador,48.5167,-58.4167,1719,1124113007
Sainte-Anne-de-la-Pocatière,Quebec,47.3500,-70.0000,1717,1124000130
Popkum,British Columbia,49.1911,-121.7553,1710,1124000726
Notre-Dame-du-Bon-Conseil,Quebec,46.0000,-72.3500,1708,1124217511
Fisher,Manitoba,51.0825,-97.6611,1708,1124001091
Sainte-Clotilde,Quebec,45.1500,-73.6833,1704,1124121082
Lantz,Nova Scotia,44.9894,-63.4736,1703,1124980158
Wicklow,New Brunswick,46.5017,-67.7067,1697,1124000344
Nouvelle,Quebec,48.1333,-66.3167,1689,1124064051
Wasagamack,Manitoba,53.9056,-94.9412,1689,1124000650
Rosthern,Saskatchewan,52.6500,-106.3333,1688,1124886826
Yamaska,Quebec,46.0236,-72.9391,1687,1124001651
Neguac,New Brunswick,47.2333,-65.0500,1684,1124936735
Saint-Antoine-de-Tilly,Quebec,46.6667,-71.5833,1682,1124590960
Igloolik,Nunavut,69.3817,-81.6811,1682,1124253277
Whitehead,Manitoba,49.7981,-100.2575,1679,1124001853
Saint-Élie-de-Caxton,Quebec,46.4833,-72.9667,1676,1124000951
Balmoral,New Brunswick,47.9667,-66.4500,1674,1124774000
Price,Quebec,48.6017,-68.1227,1673,1124592512
Rosedale,Manitoba,50.4397,-99.5389,1672,1124000230
Saint-Jacques-le-Mineur,Quebec,45.2833,-73.4167,1672,1124000320
Coombs,British Columbia,49.3008,-124.4049,1672,1124001663
Val-Joli,Quebec,45.6000,-71.9700,1671,1124000422
Southesk,New Brunswick,46.9901,-66.4336,1666,1124001519
Huron Shores,Ontario,46.2833,-83.2000,1664,1124000756
Saint-Antoine-sur-Richelieu,Quebec,45.7833,-73.1833,1659,1124151577
Saint-Pacôme,Quebec,47.4000,-69.9500,1658,1124275513
Saint-Stanislas-de-Kostka,Quebec,45.1800,-74.1300,1654,1124267249
Saint-Jacques,New Brunswick,47.5634,-68.3693,1652,1124840998
Frontenac,Quebec,45.5800,-70.8300,1650,1124001833
Stuartburn,Manitoba,49.1331,-96.5158,1648,1124000992
Sainte-Émélie-de-l'Énergie,Quebec,46.3167,-73.6500,1644,1124367776
Saint-Charles-sur-Richelieu,Quebec,45.6833,-73.1833,1643,1124477144
