REF_DATE,GEO,DGUID,Type of structure,Type of unit,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2020,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844099,225.4.1,,F,,,0
2021,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844099,225.4.1,,F,,,0
2022,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844099,225.4.1,,F,,,0
2023,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844099,225.4.1,,F,,,0
2024,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v53844099,225.4.1,,F,,,0
2020,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844139,225.4.2,624,,,,0
2021,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844139,225.4.2,648,,,,0
2022,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844139,225.4.2,,F,,,0
2023,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844139,225.4.2,736,,,,0
2024,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v53844139,225.4.2,,F,,,0
2020,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844179,225.4.3,749,,,,0
2021,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844179,225.4.3,768,,,,0
2022,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844179,225.4.3,827,,,,0
2023,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844179,225.4.3,933,,,,0
2024,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v53844179,225.4.3,914,,,,0
2020,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844219,225.4.4,,F,,,0
2021,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844219,225.4.4,,F,,,0
2022,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844219,225.4.4,,F,,,0
2023,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844219,225.4.4,,F,,,0
2024,"Kings Subdivision, Ontario",3532038,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v53844219,225.4.4,,F,,,0
2020,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822855,90.3.1,869,,,,0
2021,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822855,90.3.1,912,,,,0
2022,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822855,90.3.1,975,,,,0
2023,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822855,90.3.1,1035,,,,0
2024,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822855,90.3.1,1058,,,,0
2020,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822989,90.3.2,1145,,,,0
2021,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822989,90.3.2,1184,,,,0
2022,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822989,90.3.2,1212,,,,0
2023,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822989,90.3.2,1331,,,,0
2024,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822989,90.3.2,1406,,,,0
2020,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823123,90.3.3,1333,,,,0
2021,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823123,90.3.3,1406,,,,0
2022,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823123,90.3.3,1463,,,,0
2023,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823123,90.3.3,1606,,,,0
2024,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823123,90.3.3,1674,,,,0
2020,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823257,90.3.4,1772,,,,0
2021,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823257,90.3.4,2224,,,,0
2022,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823257,90.3.4,1862,,,,0
2023,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823257,90.3.4,2121,,,,0
2024,"Kingston, Ontario",2011S0503521,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823257,90.3.4,2305,,,,0
2020,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823391,90.2.1,,F,,,0
2021,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823391,90.2.1,,F,,,0
2022,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823391,90.2.1,,F,,,0
2023,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823391,90.2.1,,F,,,0
2024,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823391,90.2.1,,F,,,0
2020,"Kingston, Ontario",2011S0503521,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823525,90.2.2,,F,,,0
2021,"Kingston, Ontario",2011S0503521,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823525,90.2.2,,F,,,0
2022,"Kingston, Ontario",2011S0503521,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823525,90.2.2,,F,,,0
2023,"Kingston, Ontario",2011S0503521,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823525,90.2.2,,F,,,0
2024,"Kingston, Ontario",2011S0503521,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823525,90.2.2,,F,,,0
2020,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823659,90.2.3,,F,,,0
2021,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823659,90.2.3,,F,,,0
2022,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823659,90.2.3,,F,,,0
2023,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823659,90.2.3,,F,,,0
2024,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823659,90.2.3,,F,,,0
2020,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823793,90.2.4,1457,,,,0
2021,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823793,90.2.4,1573,,,,0
2022,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823793,90.2.4,,F,,,0
2023,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823793,90.2.4,2051,,,,0
2024,"Kingston, Ontario",2011S0503521,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823793,90.2.4,1985,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823927,90.1.1,871,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823927,90.1.1,912,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823927,90.1.1,975,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823927,90.1.1,1035,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823927,90.1.1,1064,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824061,90.1.2,1145,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824061,90.1.2,1178,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824061,90.1.2,1212,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824061,90.1.2,1329,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824061,90.1.2,1406,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824195,90.1.3,1327,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824195,90.1.3,1402,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824195,90.1.3,1471,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824195,90.1.3,1609,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824195,90.1.3,1676,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824329,90.1.4,1828,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824329,90.1.4,2367,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824329,90.1.4,1918,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824329,90.1.4,2141,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824329,90.1.4,,F,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824463,90.4.1,852,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824463,90.4.1,905,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824463,90.4.1,972,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824463,90.4.1,1057,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824463,90.4.1,1071,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824651,90.4.2,1154,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824651,90.4.2,1180,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824651,90.4.2,1219,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824651,90.4.2,1359,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824651,90.4.2,1420,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824839,90.4.3,1342,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824839,90.4.3,1404,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824839,90.4.3,1483,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824839,90.4.3,1631,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824839,90.4.3,1698,,,,0
2020,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825027,90.4.4,1966,,,,0
2021,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825027,90.4.4,2427,,,,0
2022,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825027,90.4.4,1700,,,,0
2023,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825027,90.4.4,2025,,,,0
2024,"Kingston, Ontario",2011S0503521,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3825027,90.4.4,1827,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822819,92.3.1,861,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822819,92.3.1,948,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822819,92.3.1,1063,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822819,92.3.1,1157,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3822819,92.3.1,1250,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822953,92.3.2,1073,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822953,92.3.2,1131,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822953,92.3.2,1240,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822953,92.3.2,1342,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3822953,92.3.2,1499,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823087,92.3.3,1287,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823087,92.3.3,1349,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823087,92.3.3,1454,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823087,92.3.3,1637,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823087,92.3.3,1747,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823221,92.3.4,1398,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823221,92.3.4,1742,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823221,92.3.4,1590,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823221,92.3.4,1935,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row and apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823221,92.3.4,1789,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823355,92.2.1,,F,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823355,92.2.1,,F,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823355,92.2.1,,F,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823355,92.2.1,,F,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Bachelor units,Dollars,81,units,0,v3823355,92.2.1,,F,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823489,92.2.2,963,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823489,92.2.2,1017,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823489,92.2.2,1066,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823489,92.2.2,1217,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,One bedroom units,Dollars,81,units,0,v3823489,92.2.2,1533,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823623,92.2.3,1140,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823623,92.2.3,1224,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823623,92.2.3,1187,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823623,92.2.3,1294,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Two bedroom units,Dollars,81,units,0,v3823623,92.2.3,1442,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823757,92.2.4,1345,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823757,92.2.4,1405,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823757,92.2.4,1454,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823757,92.2.4,1565,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Row structures of three units and over,Three bedroom units,Dollars,81,units,0,v3823757,92.2.4,1577,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823891,92.1.1,863,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823891,92.1.1,950,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823891,92.1.1,1075,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823891,92.1.1,1164,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v3823891,92.1.1,1270,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824025,92.1.2,1076,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824025,92.1.2,1134,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824025,92.1.2,1245,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824025,92.1.2,1346,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,One bedroom units,Dollars,81,units,0,v3824025,92.1.2,1498,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824159,92.1.3,1295,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824159,92.1.3,1356,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824159,92.1.3,1469,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824159,92.1.3,1658,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Two bedroom units,Dollars,81,units,0,v3824159,92.1.3,1766,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824293,92.1.4,1435,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824293,92.1.4,1959,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824293,92.1.4,1689,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824293,92.1.4,2142,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of three units and over,Three bedroom units,Dollars,81,units,0,v3824293,92.1.4,1913,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824427,92.4.1,879,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824427,92.4.1,963,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824427,92.4.1,1090,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824427,92.4.1,1187,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Bachelor units,Dollars,81,units,0,v3824427,92.4.1,1270,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824615,92.4.2,1084,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824615,92.4.2,1142,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824615,92.4.2,1258,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824615,92.4.2,1354,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,One bedroom units,Dollars,81,units,0,v3824615,92.4.2,1499,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824803,92.4.3,1306,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824803,92.4.3,1366,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824803,92.4.3,1479,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824803,92.4.3,1672,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Two bedroom units,Dollars,81,units,0,v3824803,92.4.3,1768,,,,0
2020,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824991,92.4.4,1448,,,,0
2021,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824991,92.4.4,2000,,,,0
2022,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824991,92.4.4,1712,,,,0
2023,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824991,92.4.4,2191,,,,0
2024,"Kitchener-Cambridge-Waterloo, Ontario",2011S0503541,Apartment structures of six units and over,Three bedroom units,Dollars,81,units,0,v3824991,92.4.4,1926,,,,0
2020,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135505,199.3.1,,F,,,0
2021,"Lambton Shores, Ontario",2011A00053538040,Row and apartment structures of three units and over,Bachelor units,Dollars,81,units,0,v42135505,199.3.1,,F,,,0
